component_id,source_token,unicode_character,display_glyph,svg_fallback,plain_name_zh_hk,plain_name_en,render_status,name_review_status,source,source_commit,license
component-52ff,勿,勿,勿,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5300,匀,匀,匀,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5305,包,包,包,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5308,匈,匈,匈,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-530a,匊,匊,匊,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-530b,匋,匋,匋,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-530d,匍,匍,匍,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5310,匐,匐,匐,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5315,匕,匕,匕,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-2090e,𠤎,𠤎,𠤎,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5316,化,化,化,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-2b9c7,𫧇,𫧇,𫧇,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5317,北,北,北,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-20915,𠤕,𠤕,𠤕,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-531a,匚,匚,匚,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-531d,匝,匝,匝,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5321,匡,匡,匡,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5331,匱,匱,匱,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5339,匹,匹,匹,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5340,區,區,區,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5341,十,十,十,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5342,卂,卂,卂,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5343,千,千,千,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5348,午,午,午,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-324dc,𲓜,𲓜,𲓜,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5349,卉,卉,卉,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-534a,半,半,半,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5351,卑,卑,卑,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5352,卒,卒,卒,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5353,卓,卓,卓,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-2099d,𠦝,𠦝,𠦝,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5357,南,南,南,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-535c,卜,卜,卜,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-2e8a,⺊,⺊,⺊,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5360,占,占,占,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5366,卦,卦,卦,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5369,卩,卩,卩,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-536a,卪,卪,卪,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-353e,㔾,㔾,㔾,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-536c,卬,卬,卬,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-536f,卯,卯,卯,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5371,危,危,危,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5373,即,即,即,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5375,卵,卵,卵,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5377,卷,卷,卷,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-537b,卻,卻,卻,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5382,厂,厂,厂,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5383,厃,厃,厃,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5384,厄,厄,厄,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5388,厈,厈,厈,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5393,厓,厓,厓,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-539f,原,原,原,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-8652,虒,虒,虒,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-20a7a,𠩺,𠩺,𠩺,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53a4,厤,厤,厤,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53a5,厥,厥,厥,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53ad,厭,厭,厭,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53b2,厲,厲,厲,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53b6,厶,厶,厶,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-20ad3,𠫓,𠫓,𠫓,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-20ad4,𠫔,𠫔,𠫔,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53b7,厷,厷,厷,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53bb,去,去,去,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-20aef,𠫯,𠫯,𠫯,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53c3,參,參,參,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53c8,又,又,又,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53ca,及,及,及,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53cd,反,反,反,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-20b1d,𠬝,𠬝,𠬝,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53d2,叒,叒,叒,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-20b2a,𠬪,𠬪,𠬪,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-20b36,𠬶,𠬶,𠬶,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53d4,叔,叔,叔,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53d5,叕,叕,叕,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53d6,取,取,取,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53d7,受,受,受,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53da,叚,叚,叚,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53df,叟,叟,叟,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53e3,口,口,口,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-20b9b,𠮛,𠮛,𠮛,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53e4,古,古,古,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53e5,句,句,句,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53e6,另,另,另,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53ec,召,召,召,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53ef,可,可,可,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53f0,台,台,台,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53f2,史,史,史,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53f3,右,右,右,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53f7,号,号,号,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-53f8,司,司,司,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-20ba0,𠮠,𠮠,𠮠,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5404,各,各,各,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5405,吅,吅,吅,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5408,合,合,合,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5409,吉,吉,吉,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-540b,吋,吋,吋,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-540c,同,同,同,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-540f,吏,吏,吏,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5411,向,向,向,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5415,吕,吕,吕,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-541b,君,君,君,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-542f,启,启,启,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5433,吳,吳,吳,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-543e,吾,吾,吾,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5442,呂,呂,呂,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5446,呆,呆,呆,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5448,呈,呈,呈,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-544a,告,告,告,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5468,周,周,周,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5485,咅,咅,咅,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-2ba60,𫩠,𫩠,𫩠,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-54b8,咸,咸,咸,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-54bc,咼,咼,咼,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-54c1,品,品,品,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-54e1,員,員,員,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-54e5,哥,哥,哥,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5510,唐,唐,唐,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5547,啇,啇,啇,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-555a,啚,啚,啚,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-559c,喜,喜,喜,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-55ac,喬,喬,喬,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-55ae,單,單,單,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-35ca,㗊,㗊,㗊,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-55bf,喿,喿,喿,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-55c7,嗇,嗇,嗇,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-563c,嘼,嘼,嘼,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-56d7,囗,囗,囗,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-56db,四,四,四,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-56e0,因,因,因,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-56f0,困,困,困,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-56f1,囱,囱,囱,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-56f7,囷,囷,囷,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-56fa,固,固,固,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-570b,國,國,國,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-571f,土,土,土,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-9fb6,龶,龶,龶,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-2123c,𡈼,𡈼,𡈼,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5723,圣,圣,圣,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-572d,圭,圭,圭,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-573c,圼,圼,圼,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5750,坐,坐,坐,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5774,坴,坴,坴,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5782,垂,垂,垂,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5794,垔,垔,垔,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-579a,垚,垚,垚,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-57f6,埶,埶,埶,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-57f7,執,執,執,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5802,堂,堂,堂,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5807,堇,堇,堇,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-582f,堯,堯,堯,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-58eb,士,士,士,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-58ec,壬,壬,壬,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-58ef,壯,壯,壯,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-58f4,壴,壴,壴,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-58fd,壽,壽,壽,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5902,夂,夂,夂,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5903,夃,夃,夃,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5905,夅,夅,夅,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5906,夆,夆,夆,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-3685,㚅,㚅,㚅,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-590b,夋,夋,夋,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-590c,夌,夌,夌,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-590d,复,复,复,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-590f,夏,夏,夏,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-21569,𡕩,𡕩,𡕩,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5915,夕,夕,夕,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-5917,夗,夗,夗,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-591a,多,多,多,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
component-591c,夜,夜,夜,,,,unicode-ready,unreviewed,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,GPL-2.0-or-later
